Unit,CategoryOldHarv,BucksOldHarv,AntlerlessOldHarv,Total HarvestOldHarv,Total HuntersOldHarv,Percent SuccessOldHarv,Total Rec. DaysOldHarv,TH23OldHarv,PS23OldHarv,TH22OldHarv,PS22OldHarv,threeyearsuccessOldHarv,threeyearshuntersOldHarv,slopeOldHarv,UnitListOldHarv,gmu_area_sqmiOldHarv,public_sqmiOldHarv,percent_publicOldHarv,latitudeOldHarv,longitudeOldHarv,AcresOldHarv,Acres PublicOldHarv,harvestunitOldHarv,Hunters Density Per Sq. MileOldHarv,Hunters Density Per Public Sq. MileOldHarv,onxOldHarv,TagsOldHarv,OTCCat,OTCOldHarv,DAU,Total_Hunters_estimate,Total_Hunters_SE,Total_Hunters_LCL,Total_Hunters_UCL,Total_Harvest_estimate,Total_Harvest_SE,Total_Harvest_LCL,Total_Harvest_UCL,Success_DAU,Total_Days_estimate,SE,LCL,UCL,Sample_Rate,Response_Rate,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,Herd Name,Post Hunt Estimate,Buck/ Doe ratio (per 100),onx
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,"1,188.70733",  380.1813117414,32%,37.78842899277512,-103.80693713572316,"  760,772.69","  243,316.03951447",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.7884289927751/-103.806937135723
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  905.50117,   57.2019687251,6%,37.43809979394027,-103.50601797008127,"  579,520.75","   36,609.25998404",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.4380997939403/-103.506017970081
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  377.69234,    0.9279928430,0%,37.29565413878794,-104.14405079302742,"  241,723.09",      593.91541953,Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.2956541387879/-104.144050793027
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  586.03863,    0.7453834817,0%,37.49722632165355,-103.91826853715182,"  375,064.73",      477.04542828,Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.4972263216535/-103.918268537152
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  511.86359,   18.4855004981,4%,37.31276051140567,-103.82325120783086,"  327,592.70","   11,830.72031876",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,"2,087.17616",    1.7024678049,0%,39.49649089220772,-103.2625069013074,"1,335,792.74","    1,089.57939512",Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  490.82847,    0.0000000000,0%,39.03147406214156,-103.59651670546567,"  314,130.22",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  349.92599,    6.4544246017,2%,38.95147988789797,-103.35258967349426,"  223,952.63","    4,130.83174511",Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  928.34963,    0.0000000000,0%,39.11174628426887,-103.23695991130477,"  594,143.76",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  598.91207,    0.0000000000,0%,39.02833659953873,-102.92526392344112,"  383,303.73",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  850.83777,    6.3460379777,1%,38.539826320344375,-103.60452673148224,"  544,536.17","    4,061.46430573",Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,"1,721.22154",    1.0325359531,0%,38.6207029639268,-103.18493263121891,"1,101,581.78",      660.82300996,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/38.6207029639268/-103.184932631219
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1056,13,1031,1081,342,17,310,376,0.32,4513,130,4265,4775,0.86,0.53,  217.43666,   16.7568851720,8%,39.660040109294854,-102.15141030612736,"  139,159.46","   10,724.40651008",South Republican,3860,36,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1056,13,1031,1081,342,17,310,376,0.32,4513,130,4265,4775,0.86,0.53,"1,750.42919",    0.7415115371,0%,39.47460450202813,-102.48035045248704,"1,120,274.68",      474.56738377,South Republican,3860,36,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1056,13,1031,1081,342,17,310,376,0.32,4513,130,4265,4775,0.86,0.53,"1,597.87329",    0.0000000000,0%,39.06453077598625,-102.57408674407786,"1,022,638.90",        0.00000000,South Republican,3860,36,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1056,13,1031,1081,342,17,310,376,0.32,4513,130,4265,4775,0.86,0.53,  745.70852,    0.0986105842,0%,39.064815886703094,-102.17788555291712,"  477,253.45",       63.11077386,South Republican,3860,36,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,"1,033.78595",    1.0433024331,0%,38.98829097404643,-104.54421321012386,"  661,623.01",      667.71355719,Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,"1,140.92298",    0.1024203482,0%,39.00947835744555,-103.96016952409684,"  730,190.71",       65.54902283,Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,  827.45739,   23.1393022012,3%,38.71703080512228,-104.47671942847616,"  529,572.73","   14,809.15340876",Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,  966.27184,    1.4029118814,0%,38.68531835621947,-103.95220954291216,"  618,413.98",      897.86360410,Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,  888.91877,   18.6537029530,2%,38.42310389619845,-104.39958740546976,"  568,908.01","   11,938.36988989",Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/38.4231038961984/-104.39958740547
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,895,19,858,934,368,18,335,404,0.41,4291,255,3820,4821,0.76,0.54,"1,073.48038",   10.3362338642,1%,38.331987687425595,-103.95541383337492,"  687,027.44","    6,615.18967306",Chico Basin,3520,17,https://webmap.onxmaps.com/hunt/map#9.45/38.3319876874256/-103.955413833375
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2080,36,2010,2152,999,45,914,1092,0.48,13366,944,11641,15347,0.51,0.55,"2,452.70772",   99.4070824036,4%,39.59828573826437,-104.68733151085756,"1,569,732.94","   63,620.53273827",Bijou Creek,5620,43,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2080,36,2010,2152,999,45,914,1092,0.48,13366,944,11641,15347,0.51,0.55,"1,915.16416",    5.4143470046,0%,39.38538285547086,-104.19527510587795,"1,225,705.06","    3,465.18208295",Bijou Creek,5620,43,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2080,36,2010,2152,999,45,914,1092,0.48,13366,944,11641,15347,0.51,0.55,"1,008.06357",    0.0000000000,0%,39.56098034023488,-103.8189244039493,"  645,160.68",        0.00000000,Bijou Creek,5620,43,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
59,All Whitetail Only Rifle Seasons,0,0,0,32,0,131,38,6,30,0,2%,33,-1.2560739669470205e-15,59,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Whitetail Only Rifle Seasons,30.1,89.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"DF059O1M,DM059O1M,DM059O1A,DM059O2R,DM059O3R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,50,862,7,849,876,504,16,475,536,0.58,4100,164,3791,4435,0.86,0.57,"1,061.85398",  359.0311739539,34%,38.63553152685768,-104.93071633472243,"  679,586.55","  229,779.95133047",Rampart,3930,29,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
511,All Whitetail Only Rifle Seasons,0,0,0,12,0,49,14,0,3,0,0%,10,-0,511,  601,  370,61%,39.02133657600035,-105.08339590403808,"  384,760","  236,507",511 All Whitetail Only Rifle Seasons,20,32.5,https://webmap.onxmaps.com/hunt/map#9.45/39.0213365760004/-105.083395904038,"DF059O1M,DM059O1M,DM059O1A,DF511O2R,DM059O2R,DF511O3R,DM059O3R,DM511O4R,DF511P2R,DF511P3R,DM511P4R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,50,862,7,849,876,504,16,475,536,0.58,4100,164,3791,4435,0.86,0.57,  601.18763,  369.5417661075,61%,39.02133657600035,-105.08339590403808,"  384,760.08","  236,506.73030877",Rampart,3930,29,https://webmap.onxmaps.com/hunt/map#9.45/39.0213365760004/-105.083395904038
512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whitetail Only Late Rifle Season,NA,50,862,7,849,876,504,16,475,536,0.58,4100,164,3791,4435,0.86,0.57,   45.69124,    0.0426723515,0%,38.994988835746184,-104.85912143764496,"   29,242.40",       27.31030497,Rampart,3930,29,https://webmap.onxmaps.com/hunt/map#9.45/38.9949888357462/-104.859121437645
591,All Whitetail Only Rifle Seasons,17,4,22,73,30,350,55,9,30,17,19%,53,6.500000000000001,591,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Whitetail Only Rifle Seasons,206.8,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195,"DF591L1R,DM591L1R,DF059O1M,DM059O1M,DM059O1A,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,50,862,7,849,876,504,16,475,536,0.58,4100,164,3791,4435,0.86,0.57,  352.97945,    0.0000903417,0%,38.558887933380966,-104.82665250195026,"  225,906.84",        0.05781869,Rampart,3930,29,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2219,27,2167,2251,933,46,848,1028,0.42,10552,322,9939,11202,0.47,0.52,  437.66110,  209.1320487745,48%,38.933562970656375,-107.82856496028106,"  280,103.11","  133,844.51121571",South Grand Mesa,9490,32,https://webmap.onxmaps.com/hunt/map#9.45/38.9335629706564/-107.828564960281
411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2219,27,2167,2251,933,46,848,1028,0.42,10552,322,9939,11202,0.47,0.52,  379.38473,  234.3151133374,62%,38.87365272060588,-108.0833378127964,"  242,806.23","  149,961.67253591",South Grand Mesa,9490,32,https://webmap.onxmaps.com/hunt/map#9.45/38.8736527206059/-108.083337812796
521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2219,27,2167,2251,933,46,848,1028,0.42,10552,322,9939,11202,0.47,0.52,  842.55682,  634.9581901383,75%,39.03052366129115,-107.44644912379322,"  539,236.37","  406,373.24168852",South Grand Mesa,9490,32,https://webmap.onxmaps.com/hunt/map#9.45/39.0305236612911/-107.446449123793
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,729,6,717,741,380,13,354,407,0.52,3534,85,3372,3705,0.89,0.58,  948.76532,  821.6109738506,87%,37.58237325661164,-107.8598842156596,"  607,209.80","  525,831.02326437",Hermosa,4640,30,https://webmap.onxmaps.com/hunt/map#9.45/37.5823732566116/-107.85988421566
741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,729,6,717,741,380,13,354,407,0.52,3534,85,3372,3705,0.89,0.58,  762.44786,   23.4760285922,3%,37.14199805671205,-108.0967104626059,"  487,966.63","   15,024.65829902",Hermosa,4640,30,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,511,10,492,532,255,16,226,288,0.5,2446,98,2261,2647,0.74,0.56,  622.40226,  409.4188097551,66%,39.44359782244991,-106.94552266255688,"  398,337.45","  262,028.03824328",Basalt,3170,25,https://webmap.onxmaps.com/hunt/map#9.45/39.4435978224499/-106.945522662557
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1472,20,1434,1511,585,22,542,630,0.4,7001,224,6577,7454,0.85,0.5,"1,650.43564",   12.5383852114,1%,40.7649613010467,-102.43330260192288,"1,056,278.81","    8,024.56653530",South Tablelands,3470,35,https://webmap.onxmaps.com/hunt/map#9.45/40.7649613010467/-102.433302601923
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1472,20,1434,1511,585,22,542,630,0.4,7001,224,6577,7454,0.85,0.5,"1,022.81224",    0.1386065229,0%,40.34678278608354,-103.188892648476,"  654,599.83",       88.70817468,South Tablelands,3470,35,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1472,20,1434,1511,585,22,542,630,0.4,7001,224,6577,7454,0.85,0.5,"3,089.34630",    7.4279385933,0%,40.37477382021328,-102.53445134468836,"1,977,181.63","    4,753.88069969",South Tablelands,3470,35,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1472,20,1434,1511,585,22,542,630,0.4,7001,224,6577,7454,0.85,0.5,"2,817.97430",    7.6178094901,0%,39.99159590155056,-104.04173473502816,"1,803,503.55","    4,875.39807364",South Tablelands,3470,35,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1472,20,1434,1511,585,22,542,630,0.4,7001,224,6577,7454,0.85,0.5,"1,806.04444",    0.1326872210,0%,39.9648867835581,-103.29267847395892,"1,155,868.44",       84.91982141,South Tablelands,3470,35,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,535,0,535,535,205,9,189,223,0.38,2809,76,2664,2962,0.97,0.62,"1,166.86676",    1.1402649419,0%,39.96099801957773,-102.70577346133898,"  746,794.73",      729.76956279,Arickaree,2160,35,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,535,0,535,535,205,9,189,223,0.38,2809,76,2664,2962,0.97,0.62,"1,254.11233",   18.1118304613,1%,39.83585694795638,-102.39486222077728,"  802,631.89","   11,591.57149526",Arickaree,2160,35,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,482,9,465,500,294,13,270,320,0.61,2349,91,2178,2534,0.8,0.58,"1,750.90437",  972.2243507362,56%,37.87394169273942,-105.73015996019376,"1,120,578.79","  622,223.58447120",Sand Dunes,3560,29,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,482,9,465,500,294,13,270,320,0.61,2349,91,2178,2534,0.8,0.58,"1,981.66428",  109.0068430848,6%,37.290712866857,-105.44863371660696,"1,268,265.14","   69,764.37957426",Sand Dunes,3560,29,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2357,14,2329,2386,1559,26,1508,1612,0.66,11498,178,11155,11851,0.76,0.63,  959.57765,  745.4926292314,78%,38.64688732396949,-107.11986410248096,"  614,129.69","  477,115.28270813",Gunnison Basin,16360,37,https://webmap.onxmaps.com/hunt/map#9.45/38.6468873239695/-107.119864102481
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2357,14,2329,2386,1559,26,1508,1612,0.66,11498,178,11155,11851,0.76,0.63,"1,461.32967","1,304.8398678591",89%,38.80193101155206,-106.7136632145711,"  935,250.99","  835,097.51542983",Gunnison Basin,16360,37,https://webmap.onxmaps.com/hunt/map#9.45/38.8019310115521/-106.713663214571
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2357,14,2329,2386,1559,26,1508,1612,0.66,11498,178,11155,11851,0.76,0.63,"1,456.19175","1,172.5477737403",81%,38.14762963959218,-107.26262466110056,"  931,962.72","  750,430.57519378",Gunnison Basin,16360,37,https://webmap.onxmaps.com/hunt/map#9.45/38.1476296395922/-107.262624661101
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2357,14,2329,2386,1559,26,1508,1612,0.66,11498,178,11155,11851,0.76,0.63,"1,094.45325",  895.6119344722,82%,38.261450924466345,-106.88043976325038,"  700,450.08","  573,191.63806222",Gunnison Basin,16360,37,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325
551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2357,14,2329,2386,1559,26,1508,1612,0.66,11498,178,11155,11851,0.76,0.63,  890.92879,  772.7336020103,87%,38.42700766992021,-106.52128559946053,"  570,194.42","  494,549.50528657",Gunnison Basin,16360,37,https://webmap.onxmaps.com/hunt/map#9.45/38.4270076699202/-106.521285599461
